MovieId,Title,Tmdb_id,vote_average,vote_count,popularity,overview,,,,,,,,,,,,,,
86,Get Hard,257091,5.9,1313,6.966,"When obscenely rich hedge-fund manager James is convicted of fraud and sentenced to a stretch in San Quentin, the judge gives him one month to get his affairs in order. Knowing that he won't survive more than a few minutes in prison on his own, James desperately turns to Darnell-- a black businessman who's never even had a parking ticket -- for help. As Darnell puts James through the wringer, both learn that they were wrong about many things, including each other.",,,,,,,,,,,,,,
87,Going Clear,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
88,Garuda Superhero,316298,5,1,1.173,"The world of science is shocked with the creation of sophisticated weapons as the savior of the world from giant asteroids that can hit the earth in the future. But, these weapons are successfully hijacked by a group of villain led by Durja King and transformed into a threat of destruction. But in times of crisis, GARUDA appears as a figure who has super power that can save the world.",,,,,,,,,,,,,,
89,The Gift,328425,6.7,1586,7.96,"A husband and wife try to reinvigorate their relationship but their lives are threatened by a friend"" from the husband's past who holds a horrifying secret about him"," sending their world into a tailspin.""",,,,,,,,,,,,,
89,The Gift,490611,0,0,0.953,"When novelist Tiana falls in love with a visually impaired Harun on her 30th birthday, little she knew that her childhood friend, Arie, now an established surgeon, was going to propose to her on the same day. What unfolds thereafter is three humans beings endeavor to redefine love and human disability.",,,,,,,,,,,,,,
89,The Gift,278441,0,0,0.6,,,,,,,,,,,,,,,
89,The Gift,325303,9,1,0.6,"A disillusioned Johannesburg street thug rescues an orphaned child with uncontrollable supernatural powers. On the run, he must help the sickly boy master his gift before a superstitious family member finds them.",,,,,,,,,,,,,,
89,The Gift,326477,0,0,0.6,Alice is a woman in her late thirties. Her life is in a rut. Each day at her work at a supermarket looks the same. Playing the piano is the only highpoint in her life. Then one day a mysterious stranger comes into her life.,,,,,,,,,,,,,,
90,Girls und Panzer der Film,357405,8.3,9,1.056,"The theatrical version of the Girls und Panzer TV anime. According to the The Ibaraki Shimbun"" paper"," the movie is a direct sequel to the TV anime.""",,,,,,,,,,,,,
91,A Girl Walks Home Alone at Night,252171,6.8,360,8.159,"In the Iranian ghost-town Bad City, a place that reeks of death and loneliness, the townspeople are unaware they are being stalked by a lonesome vampire.",,,,,,,,,,,,,,
92,The Good Dinosaur,105864,6.7,2701,13.663,An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.,,,,,,,,,,,,,,
93,Gore Orphanage,400019,4,1,0.68,"When 9 year old Nellie's entire family dies, she is taken to Gore Orphanage. She quickly learns that some things are worse than losing her own family and she has to fight to survive before she ends up dead also.",,,,,,,,,,,,,,
94,The Green Inferno,171424,5.2,550,6.134,"A group of student activists travel from New York City to the Amazon to save the rainforest.  However, once they arrive in this vast green landscape, they soon discover that they are not alone… and that no good deed goes unpunished.",,,,,,,,,,,,,,
95,The Gunman,266396,5.7,526,9.78,"Eight years after fleeing the Congo following his assassination of that country's minister of mining, former assassin Jim Terrier is back, suffering from PTSD and digging wells to atone for his violent past. After an attempt is made on his life, Terrier flies to London to find out who wants him dead -- and why. Terrier's search leads him to a reunion with Annie, a woman he once loved, who is now married to an oily businessman with dealings in Africa.",,,,,,,,,,,,,,
96,The Hallow,312831,5.4,287,5.373,A family who moved into a remote mill house in Ireland finds themselves in a fight for survival with demonic creatures living in the woods.,,,,,,,,,,,,,,
97,Hansel vs. Gretel,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
98,Harbinger Down,296130,4.5,84,4.215,"A group of grad students have booked passage on the fishing trawler Harbinger to study the effects of global warming on a pod of Orcas in the Bering Sea. When the ship's crew dredges up a recently thawed piece of old Soviet space wreckage, things get downright deadly. It seems that the Russians experimented with tardigrades, tiny resilient animals able to withstand the extremes of space radiation. The creatures survived, but not without mutation. Now the crew is exposed to aggressively mutating organisms. And after being locked in ice for 3 decades, the creatures aren't about to give up the warmth of human companionship.",,,,,,,,,,,,,,
99,Headless,326415,6,19,1.564,In this lost slasher film from 1978," a masked killer wages an unrelenting spree of murder, cannibalism, and necrophilia. But when his tortured past comes back to haunt him, he plunges to even greater depths of madness and depravity, consuming the lives of a young woman and those she holds dear.",,,,,,,,,,,,,
99,Headless,524518,0,0,0.691,"Everybody sometimes lose their head — from love, or excessive alcohol consumption, or from  a sense of their own grandeur. The film is about the day after  a New Year’s office party at a  small company that sells Chinese goods. For various reasons, all  the characters have lost their head, or have never had a clear mind.",,,,,,,,,,,,,,
99,Headless,295789,0,0,0.6,"After her twin sister is accused of witchcraft and beheaded by a fanatical religious cult, a young woman walks the razor sharp edge between myth and reality seeking the truth, hoping not to lose her head in the process.",,,,,,,,,,,,,,
100,Heneral Luna,359105,8,19,1.28,A Filipino general who believes he can turn the tide of battle in the Philippine-American war. But little does he know that he faces a greatest threat to the country's revolution against the invading Americans.,,,,,,,,,,,,,,
101,He Never Died,279690,6.1,207,5.751,Jack is a solitary man with a mysterious past. His strange habits will soon become stranger when his past catches up with him.,,,,,,,,,,,,,,
102,High-Rise,254302,5.5,547,6.957,Life for the residents of a tower block begins to run out of control.,,,,,,,,,,,,,,
103,Hitman: Agent 47,249070,5.6,1590,9.91,An assassin teams up with a woman to help her find her father and uncover the mysteries of her ancestry.,,,,,,,,,,,,,,
104,Holding the Man,337960,7.9,210,5.193,"In the 1970s, a young Australian boy, Timothy, finds himself confused. He falls for the captain of the football team. What follows shows all aspects of a relationship, regardless of gender or sexual preference. Conflict, temptation, and a huge burden which will affect every aspect of their lives.",,,,,,,,,,,,,,
105,Home,228161,6.8,2097,10.283,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",,,,,,,,,,,,,,
106,Hot Tub Time Machine 2,243938,5,459,7.191,"When Lou, who has become the father of the Internet"," is shot by an unknown assailant, Jacob and Nick fire up the time machine again to save their friend.",,,,,,,,,,,,,
107,Howl,301846,5,193,5.559,"When passengers on a train are attacked by a creature, they must band together in order to survive until morning.",,,,,,,,,,,,,,
107,Howl,38568,6.7,91,4.197,"It's San Francisco in 1957, and an American masterpiece is put on trial. Howl, the film, recounts this dark moment using three interwoven threads: the tumultuous life events that led a young Allen Ginsberg to find his true voice as an artist, society's reaction (the obscenity trial), and mind-expanding animation that echoes the startling originality of the poem itself. All three coalesce in a genre-bending hybrid that brilliantly captures a pivotal moment-the birth of a counterculture.",,,,,,,,,,,,,,
107,Howl,352455,0,0,0.6,"There's a violent secret under the surface in Guatemala City. It affects families in every social class and in every neighborhood. Everyone knows it but everyone is silent. That's when Vicente decided to speak up. Based on the true story behind a landmark legal case, Aullido"" (Howl) displays what can happen when children are bold in the face of injustice and how those in power can stand on their behalf.""",,,,,,,,,,,,,,
107,Howl,293517,0,0,0.6,A schoolteacher unravels the mystery behind the odd relationship between her new pupil and a stranger with a dark secret.,,,,,,,,,,,,,,
108,I Am Big Bird,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
109,Infini,301728,5.1,201,4.675,"A search and rescue team are transported through deep space to a distant mining colony to save the sole survivor of a biological outbreak.  During their mission, they find a lethal weapon which is set to arrive on Earth within the hour.",,,,,,,,,,,,,,
110,Inside Out,150540,7.9,10937,30.845,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Like all of us, Riley is guided by her emotions - Joy, Fear, Anger, Disgust and Sadness. The emotions live in Headquarters, the control center inside Riley's mind, where they help advise her through everyday life. As Riley and her emotions struggle to adjust to a new life in San Francisco, turmoil ensues in Headquarters. Although Joy, Riley's main and most important emotion, tries to keep things positive, the emotions conflict on how best to navigate a new city, house and school.",,,,,,,,,,,,,,
110,Inside Out,70877,4.3,15,0.614,"For the last thirteen years AJ (Triple H) has been behind bars, convicted of manslaughter for killing a man who intended to kill his best friend, Jack (Michael Rapaport). Now released, AJ wants nothing more than to start a small business and live a crime-free life. Unfortunately, within hours of leaving prison, his oldest and best friend, Jack (Michael Rapaport) involves AJ in an accidental shooting in which a man is killed, forcing Jack to skip town.",,,,,,,,,,,,,,
